2022 San Francisco Chronicle Wine Competition Medal Winners Sorted by Winery,,,,,,,,
Winery,State,Category Name,Vintage,AVA,Vineyard,Variety,Price,Award
Las Positas Vineyards,CA,Cab Sauv - $72.00 - $89.99,2016,Livermore Valley,Cabernet Sauvignon,Reserve,$72.00 ,Silver
Las Positas Vineyards,CA,Dry Rose/Blush - RS .3 - .99,2021,Livermore Valley,Rose,,$30.00 ,Silver
Las Positas Vineyards,CA,Merlot - $40.00 and Over,2019,Livermore Valley,Merlot,,$58.00 ,Silver
Las Positas Vineyards,CA,Mourvedre,2019,Livermore Valley,Mourvedre,Monastrell,$55.00 ,Silver
Las Positas Vineyards,CA,Red Blend: Barbera leading blend,NV,Livermore Valley,Conspiratus IV,,$48.00 ,Silver
Las Positas Vineyards,CA,Red Blend: Barbera leading blend,2017,Livermore Valley,Patrinus,,$55.00 ,Silver
Las Positas Vineyards,CA,Red Blend: Carignane; Graziano or Tannat leading blend,2018,Livermore Valley,Coccineous,,$48.00 ,Silver
Las Positas Vineyards,CA,Red Blend: Merlot leading blend - $30.00 and Over,2019,Livermore Valley,LVVC,,$42.00 ,Silver
Las Positas Vineyards,CA,Roussanne,2019,Livermore Valley,Roussanne,,$55.00 ,Silver
Las Positas Vineyards,CA,Tempranillo - $35 and Over,2018,Livermore Valley,Tempranillo,,$48.00 ,Silver
Las Positas Vineyards,CA,Verdelho,2020,Livermore Valley,Verdelho,,$35.00 ,Silver
Las Positas Vineyards,CA,Cab Sauv - $50.00 - $54.99,2015,Livermore Valley,Cabernet Sauvignon,,$52.00 ,Bronze
Las Positas Vineyards,CA,Red Dessert - RS >3.5,NV,Livermore Valley,Casimira,,$32.00 ,Bronze
Latah Creek Wine Cellars,WA,Muscat,2020,Yakima Valley,Orange Moscato,,$16.00 ,Best of Class
Latah Creek Wine Cellars,WA,Riesling - Medium Sweet - 2.1 - 4.0 RS,2020,Columbia Valley,Riesling,,$12.00 ,Best of Class
Latah Creek Wine Cellars,WA,White Blends - Up to - $21.99,2020,Columbia Valley,A Toast to Best Friends,,$15.00 ,Double Gold
Latah Creek Wine Cellars,WA,Malbec - Up to - $36.99,2018,Columbia Valley,Malbec,,$17.00 ,Silver
Latah Creek Wine Cellars,WA,Red Blend: Cab Sauv leading blend - Up to - $24.99,NV,Columbia Valley,Mike's Reserve Red no.3,,$22.00 ,Silver
Lateral,CA,Red Blend: Malbec leading blend,2018,Napa Valley,Red Blend,,$50.00 ,Gold
Laujor Estate Winery,CA,Distilled/Fortified,2018,Red Hills Lake County,Little Ruby Fortified,Fortified,$50.00 ,Double Gold
Laujor Estate Winery,CA,Cab Sauv - $42.00 - $45.99,2019,Red Hills,Cabernet Sauvignon,,$45.00 ,Silver
Laujor Estate Winery,CA,Tempranillo - $35 and Over,2020,Lake County,Tempranillo,,$42.00 ,Silver
Laujor Estate Winery,CA,Sangiovese - $35.00 and Over,2020,Lake County; Kelsey Bench,Sangiovese,,$36.00 ,Bronze
Laurello Vineyards,OH,Pinot Gris/Grigio - Up to - $14.99,2020,Grand River Valley,Pinot Grigio,,$14.99 ,Gold
Laurello Vineyards,OH,Red Natives/Hybrid Varietals,2020,Grand River Valley,Chambourcin,,$16.99 ,Silver
Laurello Vineyards,OH,All Other Red Blends: Up to - $22.99,2019,Grand River Valley,Cosmo,,$20.99 ,Bronze
Laurello Vineyards,OH,Brut,2020,Grand River Valley,Brut,Sparkling Mia,$24.00 ,Bronze
Laurello Vineyards,OH,White Dessert/Late Harvest - RS >3.5,2020,Grand River Valley,Vidal Blanc Ice Wine,Sweet Genevieve,$35.00 ,Bronze
Laurier,CA,Chardonnay - $14.00 - $15.99,2018,Carneros,Chardonnay,,$14.99 ,Bronze
Laurier,CA,Pinot Noir - $15.00 - $19.99,2018,Carneros,Pinot Noir,,$19.99 ,Bronze
Lava Cap,CA,Zinfandel - $23.00 - $25.99,2018,Sierra Foothills,Zinfandel,Reserve,$25.00 ,Gold
Lava Cap,CA,Cab Sauv - $30.00 - $34.99,2019,Sierra Foothills,Cabernet Sauvignon,,$32.00 ,Silver
Lava Cap,CA,Chardonnay - $23.00 - $25.99,2019,Sierra Foothills,Chardonnay,Reserve,$24.00 ,Silver
Lava Cap,CA,Barbera - Up to - $34.99,2019,Sierra Foothills,Barbera,,$25.00 ,Bronze
Lava Terrace Cellars,OR,White Native American/Hybrid,2020,Oregon,La Crescent,,$30.00 ,Bronze
Layne Family Wines,CA,Chardonnay - $40.00 - $45.99,2019,Russian River Valley,Chardonnay,,$45.00 ,Silver
Layne Family Wines,CA,Zinfandel - $48.00 to $59.99,2019,Russian River Valley,Zinfandel,,$50.00 ,Silver
Layne Family Wines,CA,Merlot - $40.00 and Over,2016,Napa Valley,Merlot,,$45.00 ,Bronze
LaZarre Wines,CA,Petit Verdot - $40.00 and Over,2018,Paso Robles,Petit Verdot,,$54.00 ,Gold
LaZarre Wines,CA,Red Blend: Petite Sirah leading blend,2018,Paso Robles,Moshina Red,,$54.00 ,Gold
LDV Winery,AZ,Petite Sirah - $46.00 and Over,2015,Cochise County,Petite Sirah,The Signature,$48.00 ,Double Gold
LDV Winery,AZ,Petite Sirah - $40.00 - $45.99,2015,Cochise County,Petite Sirah,,$40.00 ,Silver
Le Casque,CA,Viognier - $27.00 and Over,2020,Placer County,Viognier,Damiano Vineyard,$30.00 ,Gold
Le Mulet Rouge Vineyard and Winery,CA,Red Blend: Grenache leading blend - Up to - $29.99,2017,Fiddletown,Tres Amigos,,$28.00 ,Gold
Le Mulet Rouge Vineyard and Winery,CA,Cab Sauv - $30.00 - $34.99,2016,Fiddletown,Cabernet Sauvignon,Estate,$30.00 ,Silver
Le Mulet Rouge Vineyard and Winery,CA,Malbec - Up to - $36.99,2017,Fiddletown,Malbec,,$32.00 ,Silver
Le Mulet Rouge Vineyard and Winery,CA,Red Blend: Syrah leading blend - Up to - $35.99,NV,Sierra Foothills,Bad Jack Red,,$24.00 ,Silver
Le Mulet Rouge Vineyard and Winery,CA,Red Blend: Zinfandel leading blend - Up to - $24.99,NV,Sierra Foothills,Zed Red,,$24.00 ,Silver
Le Mulet Rouge Vineyard and Winery,CA,Syrah/Shiraz - $35.00 - $39.99,2017,Fiddletown,Syrah,Reserve,$36.00 ,Silver
Le Vigne Estate Wines,CA,Red Blend: Syrah leading blend - $36.00 and Over,2019,Paso Robles,Ame de la Vigne,Rhone-Style Blend,$51.00 ,Gold
Le Vigne Estate Wines,CA,Syrah/Shiraz - $40.00 - $43.99,2018,Paso Robles,Syrah,di Domenico,$40.00 ,Silver
L'Ecole No 41,WA,Merlot - $27.00 - $30.99,2019,Columbia Valley,Merlot,,$27.00 ,Best of Class
L'Ecole No 41,WA,Cab Sauv - $30.00 - $34.99,2019,Columbia Valley,Cabernet Sauvignon,,$32.00 ,Silver
L'Ecole No 41,WA,Red Blend: Cab Sauv leading blend - $56.00 and Over,2018,Walla Walla Valley,Perigee,,$57.00 ,Silver
L'Ecole No 41,WA,Red Blend: Cab Sauv leading blend - $56.00 and Over,2018,Walla Walla Valley,Apogee,,$57.00 ,Silver
L'Ecole No 41,WA,Syrah/Shiraz - $27.00 - $30.99,2019,Columbia Valley,Syrah,,$27.00 ,Silver
Ledson,CA,Zinfandel - $48.00 to $59.99,2018,Dry Creek Valley,Zinfandel,Reserve,$58.00 ,Best of Class
Ledson,CA,Red Blend: Cab Sauv leading blend - $56.00 and Over,2018,Sonoma Valley,Tiamo,,$86.00 ,Gold
Ledson,CA,Cab Sauv - $90.00 and Over,2018,Sonoma Valley,Cabernet Sauvignon,Reserve,$96.00 ,Silver
Leelanau Cellars,MI,Brut,2020,Leelanau Peninsula,Brut,,$22.00 ,Silver
Leelanau Cellars,MI,Red Natives/Hybrid Varietals,2019,Leelanau Peninsula,Baco Noir,,$26.00 ,Silver
Leelanau Cellars,MI,Specialty or All Other Cider,NV,American,Witches Brew Pumpkin Spice,,$7.99 ,Silver
Leelanau Cellars,MI,Specialty or All Other Cider,NV,American,Apple,Witches Brew,$8.00 ,Silver
Leelanau Cellars,MI,White Dessert/Late Harvest - RS >3.5,2020,Leelanau Peninsula,Late Harvest Riesling,,$20.00 ,Silver
Leelanau Cellars,MI,Specialty or All Other Cider,NV,American,Spiced Apple,Witches Brew,$8.00 ,Bronze
Leisure Street Winery,CA,All Other Red Varietals,2018,Sierra Foothills,Brunello,Vino di Volpatti,$40.00 ,Best of Class
Leisure Street Winery,CA,Red Blend: Cab Sauv leading blend - $35.00 - $44.99,2018,California,Super Tuscan,,$40.00 ,Silver
Leisure Street Winery,CA,Barbera - $35.00 and Over,2017,Amador County,Barbera,The Godfather,$45.00 ,Bronze
Lepe Cellars,CA,Pinot Noir - $48.00 - $50.99,2020,Santa Lucia Highlands,Pinot Noir,,$49.00 ,Silver
Lepe Cellars,CA,Syrah/Shiraz - $44.00 and Over,2019,Monterey,Syrah,,$55.00 ,Silver
Les Bourgeois Vineyards,MO,Vignoles,2020,Missouri,Vignoles,,$20.00 ,Best of Class
Les Bourgeois Vineyards,MO,Muscat,NV,Missouri,Moscato,Valvin Muscat,$18.00 ,Gold
Les Bourgeois Vineyards,MO,Red Blend: Red Native/Hybrid,NV,Missouri,Fleur du Vin,,$20.00 ,Gold
Les Bourgeois Vineyards,MO,Red Blend: Red Native/Hybrid,NV,Missouri,Jeunette Rouge,American,$20.00 ,Silver
Les Bourgeois Vineyards,MO,White Blends - Up to - $21.99,2020,Missouri,Solay,,$20.00 ,Silver
Les Bourgeois Vineyards,MO,All Other Red Blends; $23.00 - $34.99,2019,Missouri,American Red,American,$25.00 ,Bronze
Les Bourgeois Vineyards,MO,Red Natives/Hybrid Varietals,2018,Missouri,Norton,,$25.00 ,Bronze
Les Bourgeois Vineyards,MO,White Native American/Hybrid,2019,Missouri,Chardonel,,$25.00 ,Bronze
Les Bourgeois Vineyards,MO,White Native American/Hybrid,2020,Missouri,Chardonel,True/False Blanc,$18.00 ,Bronze
Les Bourgeois Vineyards,MO,White Native American/Hybrid,2020,Missouri,Aromella,,$20.00 ,Bronze
Lewis Grace,CA,Dry Rose/Blush Blend - RS 0,2021,El Dorado,Rose,,$26.00 ,Best of Class
Lewis Grace,CA,Syrah/Shiraz - $27.00 - $30.99,2019,Sierra Foothills,Syrah,Renner Vineyard,$30.00 ,Best of Class
Lewis Grace,CA,Zinfandel - $29.00 - $31.99,2019,El Dorado,Zinfandel,,$30.00 ,Best of Class
Lewis Grace,CA,Chenin Blanc,2021,Alta Mesa,Chenin Blanc,,$25.00 ,Double Gold
Lewis Grace,CA,Viognier - Up to - $26.99,2021,El Dorado,Viognier,,$25.00 ,Double Gold
Lewis Grace,CA,All Other Red Varietals,2019,El Dorado,Souzao,,$30.00 ,Gold
Lewis Grace,CA,All Other Red Varietals,2018,El Dorado,Graciano,,$30.00 ,Gold
Lewis Grace,CA,Cab Sauv - $30.00 - $34.99,2018,El Dorado,Cabernet Sauvignon,,$30.00 ,Gold
Lewis Grace,CA,Other White Varietals,2021,Alta Mesa,Torrontes,,$25.00 ,Gold
Lewis Grace,CA,Pinot Noir - $32.00 - $35.99,2020,El Dorado,Pinot Noir,,$33.00 ,Gold
Lewis Grace,CA,Albarino,2021,Alta Mesa,Albarino,,$25.00 ,Silver
Lewis Grace,CA,Barbera - Up to - $34.99,2020,Amador County,Barbera,,$30.00 ,Silver
Lewis Grace,CA,Grenache - Up to - $34.99,2020,El Dorado,Grenache,,$30.00 ,Silver
Lewis Grace,CA,Mourvedre,2019,El Dorado,Mourvedre,,$30.00 ,Silver
Lewis Grace,CA,Tempranillo - Up to - $34.99,2019,El Dorado,Tempranillo,,$30.00 ,Silver
Lewis Grace,CA,Verdelho,2021,Alta Mesa,Verdelho,,$25.00 ,Silver
Lichen Estate,CA,Pinot Noir - $36.00 - $39.99,2019,Anderson Valley,Pinot Noir,Moonglow,$39.00 ,Double Gold
Lichen Estate,CA,Blanc de Noirs,2014,Anderson Valley,Grand Cuvee,,$85.00 ,Gold
Lichen Estate,CA,Other White Varietals,2019,Anderson Valley,White Pinot Noir,,$35.00 ,Silver
Lichen Estate,CA,Pinot Noir- $58.00 - $66.99,2019,Anderson Valley,Pinot Noir,Estate,$65.00 ,Silver
Lichen Estate,CA,Pinot Gris/Grigio - $20.00 and Over,2019,Anderson Valley,Pinot Gris,Estate,$29.00 ,Bronze
Lifevine,OR,Cab Sauv - $19.00 - $22.99,2020,Columbia Valley,Cabernet Sauvignon,,$21.99 ,Silver
Lifevine,OR,Chardonnay - $20.00 - $22.99,2020,California,Chardonnay,,$21.99 ,Silver
Lifevine,OR,Pinot Noir - $20.00 - $23.99,2020,Oregon,Pinot Noir,,$21.99 ,Silver
Lifevine,OR,Red Blend: Cab Sauv leading blend - Up to - $24.99,2020,Columbia Valley,Red Blend,,$21.99 ,Silver
Limited Barrel,CA,Cab Sauv - $30.00 - $34.99,2018,Alexander Valley,Cabernet Sauvignon,,$30.00 ,Silver
Limited Barrel,CA,Cab Sauv - $50.00 - $54.99,2020,Stags Leap District,Cabernet Sauvignon,,$50.00 ,Silver
Lindsay Creek Vineyards,ID,Riesling - Dry <.99 RS,2021,Lewis-Clark Valley,Riesling,,$21.00 ,Gold
Lindsay Creek Vineyards,ID,Petite Sirah - $35.00 - $39.99,2016,Washington,Petite Syrah,,$36.00 ,Silver
Lindsay Creek Vineyards,ID,Semillon,2021,Lewis-Clark Valley,Semillion,,$21.00 ,Bronze
Line 39,CA,Cab Sauv - Up to - $12.99,2019,California,Cabernet Sauvignon,,$10.99 ,Double Gold
Line 39,CA,Pinot Noir - Up to - $14.99,2019,California,Pinot Noir,,$10.99 ,Double Gold
Line 39,CA,Chardonnay - Up to - $10.99,2020,California,Chardonnay,,$10.99 ,Silver
Line 39,CA,Dry Rose/Blush - RS .1 - .299,2020,California,Rose,,$10.99 ,Bronze
Line 39,CA,Sauvignon Blanc/Fume - Up to - $15.99,2020,California,Sauvignon Blanc,,$10.99 ,Bronze
Line 39,CA,Wine Spritzers,NV,California,Rose Spritzer,,$12.99 ,Bronze
Line 39,CA,Wine Spritzers,NV,California,Spritzer,,$12.99 ,Bronze
Line 39,CA,Wine Spritzers,NV,California,Spritzer,,$12.99 ,Bronze
Linguist Estates,CA,Sauvignon Blanc/Fume - $20.00 - $ 25.99,2020,Clarksburg,Sauvignon Blanc,,$21.00 ,Silver
Lion's Mane,CA,Red Blend: Cab Sauv leading blend - Up to - $24.99,2018,California,Ordain Red Wine,,$15.99 ,Double Gold
Lion's Mane,CA,White Blends - Up to - $21.99,2020,California,"'Ordain"" White Wine",,$12.99 ,Double Gold
Lion's Mane,CA,Cab Sauv - $13.00 - $15.99,2018,California,Cabernet Sauvignon,,$15.99 ,Silver
Lions Peak,CA,Petit Verdot - $40.00 and Over,2017,Paso Robles,Petit Verdot,,$75.00 ,Gold
Lions Peak,CA,Cab Franc - $40.00 and Over,2017,Paso Robles,Cabernet Franc,,$45.00 ,Silver
Lions Peak,CA,Malbec - $37.00 and Over,2017,Paso Robles,Malbec,,$50.00 ,Silver
Lions Peak,CA,Cab Sauv - $72.00 - $89.99,2019,Paso Robles,Cabernet Sauvignon,Proprietors Reserve,$75.00 ,Bronze
Little Vineyards,CA,Cab Sauv - $50.00 - $54.99,2019,Sonoma Valley,Cabernet Sauvignon,,$54.00 ,Gold
Little Vineyards,CA,Cab Sauv - $90.00 and Over,2019,Sonoma Valley,Cabernet Sauvignon,,$95.00 ,Silver
Little Vineyards,CA,Petite Sirah - $35.00 - $39.99,2019,Sonoma Valley,Petite Sirah,,$39.00 ,Silver
Little Vineyards,CA,Red Blend: Cab Sauv leading blend - $45.00 - $55.99,2019,Sonoma Valley,Center Stage,,$48.00 ,Silver
Little Vineyards,CA,Zinfandel - $39.00 - $41.99,2019,Sonoma Valley,Zinfandel,,$40.00 ,Silver
LJ Crafted Wines,CA,Zinfandel - $29.00 - $31.99,2019,Alexander Valley,Zinfandel,Hoot Owl Creek,$30.00 ,Double Gold
LJ Crafted Wines,CA,Cab Sauv - $50.00 - $54.99,2019,Calistoga,Cabernet Sauvignon,Romeo Vineyard,$50.00 ,Gold
LJ Crafted Wines,CA,Chardonnay - $29.00 - $32.99,2019,Los Carneros,Chardonnay,Jamieson Ranch,$32.00 ,Silver
LJ Crafted Wines,CA,Malbec - Up to - $36.99,2020,South Coast,Malbec,,$35.00 ,Silver
Lobo Wines,CA,Cab Sauv - $90.00 and Over,2019,Atlas Peak,Cabernet Sauvignon,,$105.00 ,Silver
Lobo Wines,CA,Cab Sauv - $72.00 - $89.99,2019,Napa Valley; Oak Knoll District,Cabernet Sauvignon,Wulff Vineyard,$80.00 ,Bronze
Locatour,CA,Chardonnay - $14.00 - $15.99,2020,California,Chardonnay,Creamy Chardonnay,$15.99 ,Best of Class
Locatour,CA,Cab Sauv - $13.00 - $15.99,2020,California,Cabernet Sauvignon,,$15.99 ,Silver
Locatour,CA,Pinot Gris/Grigio - $15.00 - $19.99,2020,California,Pinot Grigio,,$15.99 ,Bronze
Lockwood,CA,Cab Sauv - $13.00 - $15.99,2020,Paso Robles,Cabernet Sauvignon,,$15.00 ,Silver
Lockwood Vineyard,CA,Pinot Noir - $15.00 - $19.99,2020,Central Coast,Pinot Noir,Monterey,$15.00 ,Best of Class
Locus,WA,Red Blend: Syrah leading blend - Up to - $35.99,2016,Columbia Valley,Red,,$30.00 ,Silver
Locus,WA,Syrah/Shiraz - $40.00 - $43.99,2017,Naches Heights,Syrah,Keller,$40.00 ,Silver
Locus,WA,Syrah/Shiraz - $35.00 - $39.99,2017,Naches Heights,Syrah,Strand,$35.00 ,Bronze
Lodi Red,CA,Red Blend: Zinfandel leading blend - Up to - $24.99,2019,Lodi,Red Wine,,$15.00 ,Silver
Lone Buffalo Vineyards,CA,Red Blend: Syrah leading blend - Up to - $35.99,2018,Sierra Foothills,Where The Buffalo Roam,,$34.00 ,Gold
Longevity Winery,CA,Cab Sauv - $13.00 - $15.99,2018,California,Cabernet Sauvignon,,$13.99 ,Silver
Longevity Winery,CA,Chardonnay - $11.00 - $13.99,2019,California,Chardonnay,,$13.99 ,Silver
Longford Estate,CA,Chardonnay - Up to - $10.99,2020,Monterey County,Chardonnay,,$9.99 ,Silver
Longford Estate,CA,Pinot Noir - Up to - $14.99,2020,Monterey County,Pinot Noir,,$12.99 ,Silver
Longhand,CA,Cab Sauv - $16.00 - $18.99,2018,Alexander Valley,Cabernet Sauvignon,,$16.99 ,Silver
Longhand,CA,Pinot Noir - $15.00 - $19.99,2019,Sonoma Coast,Pinot Noir,,$16.99 ,Silver
Longhouse,CA,Pinot Noir - $15.00 - $19.99,2020,Sonoma County,Pinot Noir,,$17.99 ,Gold
Longhouse,CA,Sauvignon Blanc/Fume - Up to - $15.99,2020,Sonoma County,Sauvignon Blanc,,$15.99 ,Gold
Longhouse,CA,Red Blend: Syrah leading blend - Up to - $35.99,2019,Sierra Foothills,GSM Red Blend,,$15.99 ,Silver
Longitude 120 West,CA,Packaging: Series,2019,Napa Valley,Cabernet Sauvignon,,$32.00 ,Gold
Longitude 120 West,CA,Pinot Noir - $44.00 - $47.99,2020,Santa Lucia Highlands,Pinot Noir,,$47.00 ,Silver
Lorimar Winery,CA,Red Blend: Cab Sauv leading blend - $56.00 and Over,2018,California,Meritage,,$59.00 ,Double Gold
Lorimar Winery,CA,Malbec - $37.00 and Over,2018,California,Malbec,,$59.00 ,Silver
Lorimar Winery,CA,Red Blend: Cab Sauv leading blend - $45.00 - $55.99,2018,California,Cabernet Sauvignon / Mourvedre,,$55.00 ,Silver
Lorimar Winery,CA,Red Blend: Grenache leading blend - $30.00 and Over,2017,California,Grenache Syrah Mourvedre,,$46.00 ,Silver
Lorimar Winery,CA,Red Blend: Tempranillo leading blend,2018,California,Tempranillo / Barbera,,$56.00 ,Bronze
Los Pinos Ranch Vineyards,TX,Tempranillo - $35 and Over,2019,Texas High Plains,Tempranillo,,$44.00 ,Gold
Los Pinos Ranch Vineyards,TX,Zinfandel - $60.00 and Over,2019,Lake County,Zinfandel,Old Vine,$60.00 ,Silver
Los Pinos Ranch Vineyards,TX,Alicante Bouschet,2019,Texas High Plains,Alicante Bouschet,Bourbon Barrel Aged,$80.00 ,Bronze
Los Pinos Ranch Vineyards,TX,Cab Sauv - $35.00 - $38.99,2018,Texas High Plains,Cabernet Sauvignon,,$38.00 ,Bronze
Los Pinos Ranch Vineyards,TX,Gewurztraminer - $20.00 and Over,2020,Texas High Plains,Gewurztraminer,,$22.00 ,Bronze
Los Pinos Ranch Vineyards,TX,Montepulciano,2018,Texas High Plains,Montepulciano,Diamonte Doble Vineyards,$38.00 ,Bronze
Los Pinos Ranch Vineyards,TX,Port - $33.00 and Over,2020,Texas,Texas Torte,,$36.00 ,Bronze
Los Pinos Ranch Vineyards,TX,Red Dessert - RS >3.5,NV,Texas,Besitos de Chocolate,,$18.00 ,Bronze
Los Pinos Ranch Vineyards,TX,Riesling - Dry <.99 RS,2020,Texas High Plains,Riesling,,$26.00 ,Bronze
Los Pinos Ranch Vineyards,TX,White Native American/Hybrid,2020,Texas,Blanc du Bois,Blanco Grande,$26.00 ,Bronze
Los Viajeros,CA,Malbec - $37.00 and Over,2019,Tehachapi Mountains,Malbec,,$45.00 ,Silver
Lost Creek Winery,VA,Chardonnay - $33.00 - $35.99,2020,Virginia,Chardonnay,,$35.00 ,Gold
Lost Creek Winery,VA,Red Blend: Cab Sauv leading blend - $45.00 - $55.99,2019,Virginia,Allure,,$55.00 ,Gold
Lost Creek Winery,VA,Red Blend: Merlot leading blend - $30.00 and Over,2017,Virginia,Allure,,$55.00 ,Silver
Lost Creek Winery,VA,Red Blend: Merlot leading blend - $30.00 and Over,2019,Virginia,Trinity,,$42.00 ,Silver
Lost Creek Winery,VA,Red Blend: Merlot leading blend - $30.00 and Over,2019,Virginia,Genesis,,$44.00 ,Silver
Lost Creek Winery,VA,Viognier - $27.00 and Over,2020,Virginia,Viognier,,$29.00 ,Silver
Lost Hog,CA,Sauvignon Blanc/Fume - Up to - $15.99,2021,Lake County,Sauvignon Blanc,,$14.99 ,Double Gold
Lost in the Cellar,CA,Red Blend: Zinfandel leading blend - $25.00 and Over,2016,Mendocino County,Freight Train Red Wine,,$32.00 ,Bronze
Lost Oak Winery,TX,Syrah/Shiraz - $40.00 - $43.99,NV,Texas,Shiraz,Reserve,$40.00 ,Double Gold
Lost Oak Winery,TX,Cab Franc - $30.00 - $39.99,2018,Texas,Cabernet Franc,,$30.00 ,Silver
Lost Oak Winery,TX,Cab Sauv - $30.00 - $34.99,2019,Texas High Plains,Cabernet Sauvignon,,$34.00 ,Silver
Lost Oak Winery,TX,Montepulciano,2019,Texas High Plains,Montepulciano,,$30.00 ,Silver
Lost Oak Winery,TX,Muscat,2020,Texas High Plains,Orange Muscat,,$21.00 ,Silver
Lost Oak Winery,TX,Sauvignon Blanc/Fume - $20.00 - $ 25.99,2020,Texas,Sauvignon Blanc,,$20.00 ,Silver
Lost Oak Winery,TX,Mourvedre,2019,Texas High Plains,Mourvedre,,$30.00 ,Bronze
Lost Oak Winery,TX,Petit Verdot - Up to - $39.99,2019,Texas,Petit Verdot,,$33.00 ,Bronze
Louis M. Martini,CA,Cab Sauv - $35.00 - $38.99,2018,Alexander Valley,Cabernet Sauvignon,,$38.00 ,Double Gold
Louis M. Martini,CA,Cab Sauv - $23.00 - $25.99,2018,Sonoma County,Cabernet Sauvignon,,$23.00 ,Silver
Louis M. Martini,CA,Cab Sauv - $42.00 - $45.99,2018,Napa Valley,Cabernet Sauvignon,,$42.00 ,Silver
Lucky Rock Wine Co,CA,Pinot Noir - $20.00 - $23.99,2019,California,Pinot Noir,County Cuvee,$22.00 ,Silver
Lucky Rock Wine Co,CA,Sauvignon Blanc/Fume - $16.00 - $19.99,2020,Sonoma County,Sauvignon Blanc,,$17.00 ,Silver
Luisant,CA,Brut,NV,California,Brut,,$14.99 ,Silver
Lula Cellars,CA,Pinot Noir - $44.00 - $47.99,2020,Anderson Valley,Pinot Noir,,$45.00 ,Gold
Lula Cellars,CA,Zinfandel - $35.00 - $38.99,2019,Mendocino Ridge,Zinfandel,Fashauer Vineyard,$37.00 ,Silver
Lula Cellars,CA,Cab Sauv - $55.00 - $59.99,2018,Pine Mountain-Cloverdale Peak,Cabernet Sauvignon,,$55.00 ,Bronze
Lust,CA,Zinfandel - $48.00 to $59.99,2018,Lodi,Zinfandel,,$59.00 ,Silver
Lustrum,CT,All Other Red Blends: Up to - $22.99,2017,Paso Robles,Red Blend,,$22.99 ,Gold
LWG,CA,Viognier - $27.00 and Over,2019,Petaluma Gap,Viognier,Nedori,$30.00 ,Silver
LWG,CA,Riesling - Dry <.99 RS,2019,Napa Valley,Riesling,Sonnenfrost,$30.00 ,Bronze
LWG,CA,Riesling - Dry <.99 RS,2018,Napa Valley,Riesling,Birch & Cane,$30.00 ,Bronze
Lyeth Estate,CA,Red Blend: Cab Sauv leading blend - Up to - $24.99,2019,California,California Red Blend,,$14.00 ,Gold
Lyeth Estate,CA,Red Blend: Cab Sauv leading blend - Up to - $24.99,2019,California,Grande Fleur de Lyeth,Reserve,$18.99 ,Silver
M.A.D. Dashe,CA,Zinfandel - $29.00 - $31.99,2019,Contra Costa,Zinfandel,,$29.99 ,Silver
M.A.D. Dashe,CA,Zinfandel - $42.00 - $47.99,2019,Dry Creek Valley,Zinfandel,Reserve,$44.99 ,Silver
m2 Wines: Packaging Sweepstakes Winner,CA,Packaging: Surface Designs,2019,Mokelumne River,Patina,,$49.00 ,Packaging Sweepstakes
m2 Wines,CA,All Other Red Blends: $35.00 and Over,2019,Shenandoah Valley,Duality,Lanis Vineyard,$35.00 ,Best of Class
m2 Wines,CA,Zinfandel - $26.00 - $28.99,2018,Mokelumne River,Zinfandel,Cemetery Vineyard,$28.00 ,Best of Class
m2 Wines,CA,Red Blend: Petite Sirah leading blend,2019,Mokelumne River,Patina,,$49.00 ,Gold
m2 Wines,CA,Red Blend: Tempranillo leading blend,2019,California,Clockstoppers,,$28.00 ,Gold
m2 Wines,CA,Tannat,2018,Mokelumne River,Tannat,,$28.00 ,Gold
m2 Wines,CA,Zinfandel - $32.00 - $34.99,2019,Mokelumne River,Zinfandel,Soucie Vineyard,$32.00 ,Gold
m2 Wines,CA,Cab Sauv - $26.00 - $29.99,2019,Lodi,Cabernet Sauvignon,Purple Squirrel,$28.00 ,Silver
m2 Wines,CA,Petite Sirah - $28.00 - $34.99,2018,Mokelumne River,Petite Sirah,,$30.00 ,Silver
m2 Wines,CA,Tannat,2019,Mokelumne River,Tannat,,$28.00 ,Bronze
Maggie Malick Wine Caves,VA,Albarino,2020,Virginia; Loudoun County,Albarino,,$29.00 ,Double Gold
Maggie Malick Wine Caves,VA,Red Blend: Petit Verdot leading blend,2019,Virginia; Loudoun County,Fortissimo,,$45.00 ,Double Gold
Maggie Malick Wine Caves,VA,Red Blend: Petit Verdot leading blend,2019,Virginia; Loudoun County,Mags Leap,,$45.00 ,Gold
Maggie Malick Wine Caves,VA,Albarino,2020,Virginia; Loudoun County,Albarino,Reserva,$31.00 ,Silver
Maggie Malick Wine Caves,VA,Chardonnay - $23.00 - $25.99,2020,Virginia; Loudoun County,Chardonnay,,$25.00 ,Silver
Maggie Malick Wine Caves,VA,Dry Rose/Blush - RS 0,2020,Virginia; Loudoun County,Rose,,$25.00 ,Silver
